id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
12340,37,unemployed,married,secondary,no,854,no,no,cellular,15,jun,92,2,-1,0,unknown,0
12341,47,admin.,married,secondary,no,644,no,yes,telephone,10,jul,270,1,-1,0,unknown,0
12342,57,retired,married,primary,no,1535,no,no,unknown,17,jun,574,1,-1,0,unknown,0
12343,45,admin.,married,secondary,no,1172,no,no,cellular,13,aug,562,2,-1,0,unknown,1
12344,31,unemployed,married,secondary,no,795,yes,no,cellular,21,nov,124,1,-1,0,unknown,0
12345,40,technician,divorced,secondary,no,822,yes,yes,cellular,29,jan,130,1,245,4,failure,0
12346,43,blue-collar,married,secondary,no,1140,yes,no,unknown,16,may,6,2,-1,0,unknown,0
12347,54,management,married,tertiary,no,0,no,no,cellular,22,aug,112,2,-1,0,unknown,0
12348,31,admin.,married,secondary,no,0,yes,yes,unknown,21,may,112,1,-1,0,unknown,0
12349,49,services,married,primary,no,767,yes,no,unknown,6,may,543,1,-1,0,unknown,0
12350,35,admin.,married,tertiary,no,3127,yes,no,unknown,20,may,147,2,-1,0,unknown,0
12351,49,management,divorced,tertiary,no,0,no,no,cellular,21,nov,72,3,-1,0,unknown,0
12352,32,technician,married,secondary,no,1423,yes,no,cellular,19,nov,1272,1,-1,0,unknown,1
12353,46,blue-collar,married,primary,no,778,yes,no,unknown,14,may,103,1,-1,0,unknown,0
12354,30,management,married,tertiary,no,0,no,no,cellular,8,aug,105,4,-1,0,unknown,0
12355,37,management,divorced,secondary,no,0,yes,no,cellular,7,may,87,1,366,1,other,0
12356,42,management,married,tertiary,no,0,no,no,cellular,14,jul,83,3,-1,0,unknown,0
12357,52,entrepreneur,married,primary,no,-98,yes,no,cellular,6,may,112,1,-1,0,unknown,0
12358,37,admin.,married,secondary,no,1473,yes,no,cellular,17,apr,6,1,-1,0,unknown,0
12359,31,admin.,married,secondary,no,1163,yes,yes,cellular,20,apr,160,1,-1,0,unknown,0
12360,45,management,married,tertiary,no,859,yes,no,cellular,17,nov,125,1,-1,0,unknown,0
12361,57,retired,married,primary,no,0,no,no,unknown,11,jun,77,1,-1,0,unknown,0
12362,33,blue-collar,married,secondary,no,-5,yes,no,unknown,12,may,124,3,-1,0,unknown,0
12363,36,blue-collar,married,secondary,no,-1759,no,yes,cellular,19,nov,117,1,-1,0,unknown,0
12364,23,student,single,primary,no,1029,yes,no,telephone,18,may,108,2,-1,0,unknown,0
12365,43,blue-collar,divorced,secondary,no,788,yes,no,cellular,6,may,612,3,344,1,failure,0
12366,57,retired,married,secondary,no,708,no,no,cellular,17,nov,108,2,-1,0,unknown,0
12367,38,admin.,married,secondary,no,4,yes,yes,cellular,13,may,98,1,-1,0,unknown,0
12368,28,entrepreneur,single,tertiary,no,1624,no,no,cellular,3,jul,801,1,-1,0,unknown,1
12369,39,management,married,tertiary,no,1837,no,no,unknown,5,jun,693,1,-1,0,unknown,0
12370,32,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,134,2,128,1,failure,0
12371,49,admin.,married,secondary,no,-150,yes,no,unknown,9,may,97,2,-1,0,unknown,0
12372,28,student,single,unknown,no,1570,yes,no,cellular,3,feb,144,3,-1,0,unknown,0
12373,44,technician,married,secondary,no,1064,no,no,cellular,8,aug,71,2,-1,0,unknown,0
12374,58,retired,married,secondary,no,1681,no,yes,cellular,30,jul,128,1,-1,0,unknown,0
12375,39,services,married,secondary,no,4909,yes,yes,cellular,2,jul,108,1,-1,0,unknown,0
12376,35,blue-collar,married,secondary,yes,-724,yes,no,unknown,2,jun,967,3,-1,0,unknown,1
12377,32,technician,single,secondary,no,-2,no,no,cellular,4,feb,68,1,-1,0,unknown,0
12378,49,blue-collar,married,secondary,no,-898,yes,no,unknown,28,may,178,1,-1,0,unknown,0
12379,41,services,married,secondary,no,1466,yes,no,cellular,9,jul,733,1,-1,0,unknown,0
12380,48,blue-collar,married,secondary,no,2355,no,yes,unknown,9,jun,1181,1,-1,0,unknown,1
12381,36,blue-collar,married,secondary,no,519,yes,no,cellular,6,may,628,4,-1,0,unknown,0
12382,38,blue-collar,married,primary,no,756,yes,no,unknown,17,jun,111,2,-1,0,unknown,0
12383,46,technician,married,secondary,no,2320,no,no,unknown,17,jun,215,2,-1,0,unknown,0
12384,52,technician,married,secondary,no,859,no,no,cellular,28,aug,84,6,-1,0,unknown,0
12385,27,blue-collar,single,secondary,no,5,no,no,cellular,21,apr,114,1,-1,0,unknown,1
12386,33,management,single,tertiary,no,519,no,no,cellular,20,aug,108,4,-1,0,unknown,0
12387,38,blue-collar,married,secondary,no,1403,yes,no,cellular,20,apr,593,3,-1,0,unknown,0
12388,44,services,married,secondary,no,-18,no,no,unknown,3,jul,88,1,-1,0,unknown,0
12389,36,admin.,married,tertiary,no,5310,yes,no,cellular,12,aug,104,2,104,1,success,0
12390,40,technician,married,secondary,no,-120,no,no,cellular,17,jul,126,2,-1,0,unknown,0
12391,40,blue-collar,married,primary,no,10,no,no,cellular,4,may,17,8,178,5,failure,0
12392,38,management,married,tertiary,no,7010,no,no,cellular,5,feb,633,2,-1,0,unknown,0
12393,45,blue-collar,married,secondary,no,1671,yes,no,unknown,29,may,182,2,-1,0,unknown,0
12394,45,blue-collar,single,tertiary,no,-67,no,no,unknown,1,jun,86,2,-1,0,unknown,0
12395,37,management,single,tertiary,no,827,yes,no,cellular,22,jul,104,1,-1,0,unknown,0
12396,31,services,married,secondary,no,0,yes,no,unknown,6,may,211,1,-1,0,unknown,0
12397,31,management,single,tertiary,no,1340,yes,no,unknown,23,may,254,2,-1,0,unknown,0
12398,60,retired,married,secondary,no,1220,no,no,cellular,6,feb,880,3,183,4,failure,1
12399,44,management,single,tertiary,no,535,yes,no,cellular,17,nov,1092,2,-1,0,unknown,1
12400,33,technician,married,secondary,no,294,no,no,cellular,28,aug,1193,6,-1,0,unknown,1
12401,30,blue-collar,married,secondary,no,-160,yes,no,unknown,6,may,206,1,-1,0,unknown,0
12402,47,admin.,married,secondary,no,719,yes,no,unknown,14,may,107,3,-1,0,unknown,0
12403,31,services,single,secondary,no,342,yes,no,cellular,15,may,459,3,-1,0,unknown,0
12404,30,services,married,secondary,no,24,yes,yes,unknown,27,may,605,1,-1,0,unknown,0
12405,46,management,divorced,tertiary,no,312,yes,no,unknown,26,may,668,5,-1,0,unknown,0
12406,48,blue-collar,divorced,secondary,no,1678,yes,no,cellular,13,may,85,5,-1,0,unknown,0
12407,59,retired,married,secondary,no,938,no,no,cellular,3,dec,695,4,188,2,failure,0
12408,45,management,married,tertiary,no,3857,yes,no,cellular,4,may,425,3,-1,0,unknown,0
12409,53,blue-collar,married,secondary,no,845,yes,no,cellular,31,jul,71,26,-1,0,unknown,0
12410,50,technician,married,secondary,no,657,no,no,cellular,4,aug,92,1,-1,0,unknown,0
12411,52,blue-collar,divorced,primary,no,4,yes,no,cellular,28,jul,82,5,-1,0,unknown,0
12412,39,admin.,married,secondary,no,4457,yes,no,cellular,11,may,566,2,-1,0,unknown,0
12413,31,services,single,secondary,no,0,yes,no,cellular,17,apr,546,1,150,2,failure,0
12414,35,management,married,tertiary,yes,-34,yes,no,cellular,7,may,201,1,-1,0,unknown,0
12415,31,management,single,tertiary,no,2156,no,no,cellular,30,jul,562,1,521,3,failure,1
12416,58,retired,married,unknown,no,9683,no,no,unknown,6,jun,873,2,-1,0,unknown,0
12417,53,retired,married,secondary,no,5,no,no,unknown,5,jun,103,1,-1,0,unknown,0
12418,35,management,divorced,tertiary,no,982,yes,no,cellular,14,aug,79,2,-1,0,unknown,0
12419,31,blue-collar,single,secondary,no,2137,no,no,unknown,29,may,121,1,-1,0,unknown,0
12420,40,blue-collar,divorced,secondary,no,1709,no,no,cellular,17,nov,437,1,-1,0,unknown,0
12421,35,blue-collar,married,primary,no,3990,yes,no,unknown,9,jun,542,3,-1,0,unknown,0
12422,41,blue-collar,married,secondary,no,765,yes,no,cellular,20,apr,7,1,-1,0,unknown,0
12423,36,technician,married,tertiary,no,0,no,no,unknown,20,jun,136,2,-1,0,unknown,0
12424,34,management,single,tertiary,no,6766,no,no,cellular,27,aug,210,4,-1,0,unknown,0
12425,43,management,married,tertiary,no,-3372,yes,no,unknown,29,may,386,2,-1,0,unknown,0
12426,59,admin.,married,secondary,no,1179,no,no,cellular,3,mar,114,2,121,1,failure,0
12427,32,technician,single,secondary,no,926,yes,yes,cellular,13,may,155,1,-1,0,unknown,0
12428,30,management,single,tertiary,no,-813,yes,yes,unknown,4,jun,140,1,-1,0,unknown,0
12429,60,management,married,secondary,no,810,no,no,cellular,5,aug,461,1,-1,0,unknown,0
12430,43,blue-collar,married,primary,no,-582,yes,no,cellular,20,apr,446,3,346,1,other,0
12431,45,blue-collar,married,secondary,no,-302,no,no,cellular,26,aug,144,1,-1,0,unknown,0
12432,36,services,single,secondary,no,590,yes,no,cellular,13,may,11,3,-1,0,unknown,0
12433,26,management,single,tertiary,no,441,yes,no,cellular,7,may,103,1,-1,0,unknown,0
12434,55,management,divorced,tertiary,no,2450,no,no,cellular,17,nov,76,2,-1,0,unknown,0
12435,36,admin.,married,secondary,no,1037,yes,no,cellular,17,jul,111,1,-1,0,unknown,0
12436,49,blue-collar,married,primary,no,-153,yes,no,unknown,26,jun,173,2,-1,0,unknown,0
12437,41,blue-collar,married,secondary,no,-190,yes,no,unknown,27,jun,45,2,-1,0,unknown,0
12438,40,entrepreneur,married,tertiary,no,553,no,no,cellular,18,aug,391,4,-1,0,unknown,0
12439,52,blue-collar,married,secondary,no,2231,no,no,cellular,20,aug,93,4,-1,0,unknown,0
12440,25,blue-collar,married,secondary,no,1403,yes,no,unknown,12,oct,7,1,-1,0,unknown,0
12441,36,blue-collar,married,secondary,no,1031,no,no,unknown,20,jun,8,3,-1,0,unknown,0
12442,60,retired,married,secondary,no,40,no,no,cellular,7,jul,96,3,-1,0,unknown,0
12443,41,services,married,secondary,no,-2,no,no,cellular,31,jul,52,4,-1,0,unknown,0
12444,30,technician,single,secondary,no,1820,no,no,cellular,25,may,110,1,-1,0,unknown,0
12445,39,admin.,married,primary,no,-464,yes,no,cellular,17,apr,295,1,150,1,failure,0
12446,41,technician,married,secondary,no,473,no,no,cellular,18,nov,108,1,-1,0,unknown,0
12447,35,blue-collar,divorced,primary,no,638,yes,no,cellular,13,may,1357,2,-1,0,unknown,1
12448,38,admin.,married,tertiary,no,3723,no,no,cellular,10,aug,157,2,98,7,success,0
12449,34,unemployed,married,secondary,no,12961,yes,no,unknown,21,may,452,1,-1,0,unknown,0
12450,20,technician,single,tertiary,no,1166,no,no,cellular,5,may,133,1,-1,0,unknown,0
12451,51,technician,married,secondary,no,0,no,no,cellular,19,nov,81,1,-1,0,unknown,0
12452,57,services,married,secondary,no,4984,yes,no,unknown,15,may,154,1,-1,0,unknown,0
12453,32,technician,married,secondary,no,649,no,no,cellular,4,feb,690,1,-1,0,unknown,0
12454,48,technician,single,secondary,no,648,yes,no,cellular,17,nov,227,1,-1,0,unknown,0
12455,52,admin.,married,secondary,no,1628,no,yes,cellular,19,aug,125,5,-1,0,unknown,0
12456,29,management,single,tertiary,no,556,yes,no,telephone,12,may,738,3,-1,0,unknown,1
12457,30,services,married,secondary,no,594,yes,yes,cellular,21,nov,148,2,-1,0,unknown,0
12458,36,services,married,secondary,no,0,yes,no,cellular,29,jul,240,3,-1,0,unknown,0
12459,39,blue-collar,married,primary,no,887,yes,no,cellular,11,may,124,2,-1,0,unknown,0
12460,39,management,married,tertiary,no,914,no,no,cellular,28,aug,97,3,-1,0,unknown,0
12461,28,technician,single,tertiary,no,1539,yes,no,cellular,15,may,462,2,-1,0,unknown,0
12462,42,admin.,married,tertiary,no,-333,yes,no,cellular,29,jul,88,10,-1,0,unknown,0
12463,56,management,married,tertiary,no,783,no,no,unknown,18,jun,553,3,-1,0,unknown,0
12464,28,services,single,secondary,no,102,no,no,cellular,28,jun,627,1,93,1,other,1
12465,39,management,married,tertiary,no,5641,yes,no,cellular,17,jul,695,3,-1,0,unknown,0
12466,35,technician,married,secondary,no,0,no,no,cellular,17,nov,90,1,-1,0,unknown,0
12467,58,self-employed,married,tertiary,no,11522,yes,no,cellular,13,apr,139,5,-1,0,unknown,0
12468,44,blue-collar,married,primary,no,725,yes,no,unknown,4,jun,1015,2,-1,0,unknown,0
12469,35,management,single,tertiary,no,0,yes,no,cellular,12,aug,582,4,463,1,success,1
12470,39,blue-collar,married,primary,no,37,yes,no,unknown,8,may,476,2,-1,0,unknown,0
12471,36,management,single,tertiary,no,2988,no,no,cellular,13,feb,252,1,-1,0,unknown,1
12472,59,management,married,tertiary,no,12018,no,no,cellular,30,jul,853,3,-1,0,unknown,1
12473,42,management,single,tertiary,no,940,yes,yes,cellular,6,may,105,1,-1,0,unknown,0
12474,40,self-employed,single,tertiary,no,553,no,no,cellular,4,feb,138,2,-1,0,unknown,0
12475,48,services,divorced,secondary,no,816,no,yes,cellular,21,jul,706,1,-1,0,unknown,0
12476,38,technician,married,secondary,no,8897,yes,no,cellular,13,may,689,2,-1,0,unknown,1
12477,38,blue-collar,married,primary,no,-295,yes,no,unknown,3,jun,162,8,-1,0,unknown,0
12478,33,management,married,tertiary,no,934,no,no,cellular,2,jun,396,3,-1,0,unknown,1
12479,31,blue-collar,married,unknown,no,-17,yes,no,unknown,26,may,143,1,-1,0,unknown,0
12480,49,services,divorced,secondary,yes,0,no,no,cellular,21,jul,216,1,-1,0,unknown,0
12481,27,management,single,tertiary,no,6551,no,no,cellular,14,sep,534,2,-1,0,unknown,1
12482,32,blue-collar,married,secondary,no,3,yes,yes,cellular,15,jul,51,4,-1,0,unknown,0
12483,26,student,single,tertiary,no,4661,no,no,cellular,30,apr,154,1,-1,0,unknown,1
12484,33,unemployed,single,tertiary,no,3,no,no,cellular,28,jul,126,2,-1,0,unknown,0
12485,66,management,married,tertiary,no,1379,no,no,cellular,28,jan,220,3,-1,0,unknown,0
12486,36,management,single,tertiary,no,0,no,no,cellular,29,aug,61,2,-1,0,unknown,0
12487,27,blue-collar,single,primary,no,452,yes,no,cellular,28,jul,97,3,-1,0,unknown,0
12488,58,technician,married,secondary,no,1331,yes,no,unknown,6,may,431,1,-1,0,unknown,0
12489,41,management,married,secondary,no,0,yes,yes,cellular,11,jul,88,2,-1,0,unknown,0
12490,35,management,married,tertiary,no,2316,no,no,unknown,12,jun,35,3,-1,0,unknown,0
12491,37,housemaid,married,tertiary,no,1088,no,no,unknown,12,jun,112,4,-1,0,unknown,0
12492,54,retired,married,secondary,no,2120,no,no,cellular,18,aug,160,4,-1,0,unknown,0
12493,54,management,divorced,tertiary,no,1574,yes,no,unknown,2,jun,1321,6,-1,0,unknown,1
12494,46,admin.,married,secondary,no,640,yes,no,unknown,19,may,447,3,-1,0,unknown,0
12495,53,blue-collar,married,primary,no,17,no,no,unknown,5,jun,150,1,-1,0,unknown,0
12496,48,admin.,married,secondary,no,2201,yes,no,unknown,29,may,354,2,-1,0,unknown,0
12497,46,management,divorced,tertiary,no,0,no,no,cellular,15,jul,71,2,-1,0,unknown,0
12498,33,technician,married,secondary,no,0,yes,no,cellular,20,nov,73,4,-1,0,unknown,0
12499,56,retired,married,secondary,no,3275,no,no,unknown,27,may,92,2,-1,0,unknown,0
12500,35,management,married,tertiary,no,4135,yes,no,unknown,20,may,114,1,-1,0,unknown,0
12501,28,management,single,tertiary,no,565,yes,no,unknown,9,may,174,1,-1,0,unknown,0
12502,48,management,married,tertiary,no,769,no,no,unknown,17,jun,144,2,-1,0,unknown,0
12503,30,services,married,secondary,no,-158,yes,no,cellular,21,nov,214,2,-1,0,unknown,0
12504,32,management,single,tertiary,no,-292,yes,no,cellular,22,aug,239,4,-1,0,unknown,0
12505,46,blue-collar,married,primary,no,703,yes,no,unknown,29,may,114,1,-1,0,unknown,0
12506,35,blue-collar,married,secondary,no,2287,no,no,cellular,30,apr,58,1,164,1,failure,0
12507,45,management,divorced,tertiary,no,755,yes,no,cellular,17,jul,80,1,-1,0,unknown,0
12508,43,services,married,primary,no,0,no,no,cellular,21,nov,149,1,-1,0,unknown,0
12509,30,management,single,tertiary,no,597,no,no,cellular,21,nov,9,2,-1,0,unknown,0
12510,37,services,married,secondary,no,-9,no,yes,cellular,31,jul,5,13,-1,0,unknown,0
12511,26,management,married,tertiary,no,1788,no,no,unknown,4,jun,1342,1,-1,0,unknown,1
12512,57,retired,married,secondary,no,5,yes,no,unknown,20,may,88,1,-1,0,unknown,0
12513,36,management,married,tertiary,no,2452,yes,no,unknown,19,jun,97,5,-1,0,unknown,0
12514,54,admin.,married,secondary,no,514,yes,no,unknown,15,may,459,1,-1,0,unknown,0
12515,39,blue-collar,married,primary,no,6450,yes,no,cellular,20,nov,128,1,-1,0,unknown,0
12516,29,management,married,tertiary,no,727,yes,no,cellular,24,jul,1484,4,-1,0,unknown,1
12517,39,management,divorced,tertiary,no,1141,no,no,cellular,29,jan,61,1,-1,0,unknown,0
12518,24,services,single,secondary,no,-61,yes,no,cellular,18,may,128,3,-1,0,unknown,0
12519,53,self-employed,married,primary,no,786,yes,yes,cellular,18,nov,73,1,-1,0,unknown,0
12520,36,services,single,secondary,no,14,yes,no,unknown,20,may,159,1,-1,0,unknown,0
12521,38,admin.,single,secondary,no,-816,yes,no,unknown,26,may,114,5,-1,0,unknown,0
12522,36,technician,married,secondary,no,0,yes,yes,cellular,17,nov,55,1,-1,0,unknown,0
12523,28,blue-collar,married,secondary,no,-46,yes,no,cellular,21,nov,661,1,172,1,failure,0
12524,50,technician,married,secondary,no,1262,yes,no,unknown,14,may,461,2,-1,0,unknown,0
12525,56,blue-collar,married,primary,no,-85,yes,no,cellular,8,may,110,2,-1,0,unknown,0
12526,35,technician,married,secondary,no,1387,yes,no,unknown,2,jun,161,2,-1,0,unknown,0
12527,54,entrepreneur,divorced,tertiary,no,791,yes,yes,cellular,17,nov,79,1,118,4,other,0
12528,52,management,married,tertiary,no,0,no,no,cellular,21,aug,89,2,-1,0,unknown,0
12529,34,blue-collar,married,primary,no,7242,no,no,cellular,19,nov,729,2,-1,0,unknown,0
12530,30,self-employed,single,secondary,no,-32,no,no,unknown,26,may,140,1,-1,0,unknown,0
12531,51,blue-collar,divorced,primary,no,-11,yes,no,unknown,28,may,135,2,-1,0,unknown,0
12532,40,technician,single,secondary,no,1022,yes,no,cellular,20,nov,88,3,-1,0,unknown,0
12533,34,blue-collar,married,secondary,no,0,no,no,unknown,9,may,160,1,-1,0,unknown,0
12534,42,services,married,secondary,no,14,yes,yes,cellular,12,may,208,1,-1,0,unknown,0
12535,42,management,married,primary,no,36,yes,no,telephone,16,jul,113,4,-1,0,unknown,0
12536,29,blue-collar,married,secondary,no,1958,yes,no,cellular,6,feb,462,1,-1,0,unknown,0
12537,59,management,divorced,tertiary,no,3163,no,no,cellular,20,aug,72,4,-1,0,unknown,0
12538,58,retired,married,secondary,no,569,no,no,unknown,9,nov,585,2,90,7,success,1
12539,38,services,married,secondary,no,-56,yes,no,cellular,2,feb,134,1,-1,0,unknown,0
12540,43,technician,married,secondary,no,2063,yes,no,cellular,21,jul,96,1,381,2,failure,0
12541,38,management,married,tertiary,no,757,no,no,cellular,2,feb,80,1,-1,0,unknown,0
12542,53,management,married,tertiary,no,1,no,yes,unknown,1,jul,121,1,-1,0,unknown,0
12543,53,retired,married,tertiary,no,1756,no,no,unknown,20,jun,12,9,-1,0,unknown,0
12544,28,admin.,single,secondary,no,1231,yes,no,cellular,1,sep,469,2,114,4,success,0
12545,41,management,divorced,tertiary,no,1243,no,no,cellular,8,aug,1373,2,-1,0,unknown,1
12546,46,services,married,secondary,no,804,yes,yes,cellular,14,jul,171,8,-1,0,unknown,0
12547,32,services,single,primary,no,939,yes,no,unknown,16,may,775,3,-1,0,unknown,1
12548,40,unemployed,married,primary,no,608,yes,no,cellular,6,may,191,1,-1,0,unknown,0
12549,42,management,divorced,secondary,no,572,yes,no,unknown,28,may,513,2,-1,0,unknown,1
12550,30,management,married,tertiary,no,1295,yes,no,cellular,12,may,1548,1,-1,0,unknown,1
12551,26,student,single,secondary,no,480,no,no,cellular,2,feb,511,3,-1,0,unknown,1
12552,48,technician,divorced,secondary,no,0,yes,no,telephone,28,jul,119,3,-1,0,unknown,0
12553,27,technician,married,tertiary,no,14462,no,no,cellular,6,oct,522,2,-1,0,unknown,1
12554,46,blue-collar,married,primary,no,1746,no,no,unknown,5,jun,6,3,-1,0,unknown,0
12555,37,blue-collar,married,primary,no,0,yes,no,cellular,12,may,113,4,-1,0,unknown,0
12556,55,technician,divorced,unknown,no,2794,no,no,cellular,8,jul,1221,2,-1,0,unknown,1
12557,31,services,single,secondary,no,579,yes,no,cellular,18,may,87,1,-1,0,unknown,0
12558,39,blue-collar,married,secondary,no,981,yes,no,cellular,11,jul,967,2,-1,0,unknown,1
12559,54,blue-collar,married,secondary,no,463,yes,no,cellular,13,may,148,3,327,2,failure,0
12560,62,retired,married,secondary,no,1435,no,no,cellular,17,nov,181,1,96,1,success,1
12561,33,technician,married,secondary,no,1246,yes,no,cellular,22,aug,73,2,-1,0,unknown,0
12562,39,blue-collar,married,primary,no,5132,no,no,unknown,20,jun,734,1,-1,0,unknown,0
12563,33,blue-collar,married,secondary,no,-160,no,yes,cellular,7,jul,143,2,-1,0,unknown,0
12564,37,management,single,tertiary,no,2722,no,no,cellular,18,aug,857,4,-1,0,unknown,0
12565,34,management,divorced,tertiary,no,18,no,no,cellular,20,nov,155,1,-1,0,unknown,0
12566,59,management,married,secondary,no,3165,yes,no,unknown,12,may,122,2,-1,0,unknown,0
12567,47,services,married,secondary,no,1155,yes,no,cellular,3,feb,131,3,202,7,failure,0
12568,47,housemaid,married,primary,no,0,no,no,telephone,10,jul,85,6,-1,0,unknown,0
12569,41,self-employed,married,tertiary,no,16125,no,no,cellular,4,sep,156,2,94,3,other,1
12570,28,services,married,primary,no,876,yes,no,unknown,4,jun,71,4,-1,0,unknown,0
12571,52,management,married,secondary,no,0,no,no,unknown,30,may,48,1,-1,0,unknown,0
12572,43,admin.,married,secondary,no,2215,yes,no,cellular,23,jul,564,1,-1,0,unknown,0
12573,34,blue-collar,married,primary,no,2697,yes,no,unknown,21,may,574,1,-1,0,unknown,1
12574,58,retired,married,secondary,no,0,no,no,cellular,19,aug,140,2,-1,0,unknown,0
12575,26,technician,single,secondary,no,1595,yes,no,cellular,30,apr,912,1,-1,0,unknown,1
12576,48,blue-collar,married,primary,no,789,no,yes,cellular,20,nov,1233,2,-1,0,unknown,1
12577,33,management,single,tertiary,no,893,no,no,cellular,14,sep,891,3,-1,0,unknown,1
12578,32,technician,married,secondary,no,-8,yes,no,cellular,5,may,463,1,336,1,failure,0
12579,31,management,married,tertiary,no,1536,yes,no,cellular,28,aug,12,7,-1,0,unknown,0
12580,32,technician,single,tertiary,no,3033,no,no,cellular,19,aug,136,5,-1,0,unknown,0
12581,51,technician,married,secondary,no,634,no,no,unknown,6,jun,112,3,-1,0,unknown,0
12582,33,technician,single,secondary,no,115,no,no,cellular,28,aug,97,4,-1,0,unknown,0
12583,53,unemployed,married,primary,no,459,no,no,cellular,4,feb,87,1,-1,0,unknown,0
12584,49,blue-collar,divorced,secondary,no,-223,no,yes,cellular,20,nov,121,1,-1,0,unknown,0
12585,41,blue-collar,married,primary,no,-90,yes,no,cellular,9,feb,103,1,248,1,failure,0
12586,65,retired,married,secondary,no,1712,no,no,telephone,14,jan,216,1,90,5,success,1
12587,47,management,married,tertiary,no,-1091,yes,yes,cellular,9,feb,105,5,96,4,failure,0
12588,35,services,single,secondary,no,0,yes,no,cellular,20,apr,277,1,-1,0,unknown,0
12589,56,management,married,tertiary,no,0,no,no,cellular,31,jul,83,3,-1,0,unknown,0
12590,36,technician,married,secondary,no,-252,yes,yes,cellular,11,jul,174,2,-1,0,unknown,0
12591,35,technician,married,secondary,no,0,yes,yes,cellular,9,jul,188,1,-1,0,unknown,0
12592,31,self-employed,single,secondary,no,1018,yes,no,cellular,20,nov,55,1,-1,0,unknown,0
12593,30,services,married,secondary,no,20,yes,no,cellular,5,may,98,1,-1,0,unknown,0
12594,52,management,married,tertiary,no,0,no,no,cellular,21,nov,121,1,-1,0,unknown,0
12595,34,entrepreneur,single,tertiary,no,913,yes,no,cellular,20,apr,199,3,-1,0,unknown,0
12596,46,housemaid,married,primary,no,0,no,no,unknown,6,jun,112,1,-1,0,unknown,0
12597,39,blue-collar,married,primary,no,756,yes,no,cellular,21,nov,697,4,-1,0,unknown,0
12598,30,blue-collar,single,primary,no,50,no,no,telephone,20,oct,86,1,-1,0,unknown,0
12599,44,services,married,secondary,no,1867,no,no,unknown,17,jun,650,9,-1,0,unknown,1
12600,42,management,married,tertiary,no,623,yes,no,cellular,29,jan,69,1,-1,0,unknown,0
12601,40,blue-collar,married,secondary,no,641,yes,no,cellular,6,may,89,2,-1,0,unknown,0
12602,45,management,married,tertiary,no,2889,yes,no,cellular,6,aug,607,2,-1,0,unknown,1
12603,34,management,single,tertiary,no,1211,yes,no,cellular,2,jun,266,2,92,7,success,1
12604,56,blue-collar,married,primary,no,0,yes,no,cellular,14,may,125,2,-1,0,unknown,0
12605,38,blue-collar,married,secondary,no,0,no,no,unknown,16,jun,50,1,-1,0,unknown,0
12606,36,blue-collar,married,secondary,no,602,yes,no,cellular,12,may,165,1,-1,0,unknown,0
12607,51,blue-collar,married,primary,no,2749,yes,no,cellular,12,may,584,4,-1,0,unknown,0
12608,37,admin.,married,secondary,no,-54,yes,yes,unknown,3,jun,144,2,-1,0,unknown,0
12609,55,admin.,married,secondary,no,0,no,no,cellular,22,may,102,1,106,5,success,0
12610,49,management,divorced,tertiary,no,7,no,no,unknown,20,jun,12,5,-1,0,unknown,0
12611,40,technician,married,secondary,no,544,no,no,cellular,21,aug,154,4,-1,0,unknown,0
12612,39,services,married,secondary,no,25,yes,no,unknown,26,may,174,1,-1,0,unknown,0
12613,51,technician,married,secondary,no,3410,no,no,unknown,4,aug,130,2,-1,0,unknown,0
12614,53,blue-collar,married,primary,no,0,no,yes,cellular,4,aug,82,1,-1,0,unknown,0
12615,36,technician,married,secondary,no,964,no,no,cellular,14,jul,89,3,-1,0,unknown,0
12616,40,technician,divorced,secondary,no,1723,yes,no,unknown,6,may,1192,1,-1,0,unknown,0
12617,35,services,divorced,secondary,no,1045,yes,no,cellular,30,apr,354,1,79,1,success,1
12618,48,management,single,tertiary,no,614,no,yes,unknown,6,jun,160,2,-1,0,unknown,0
12619,39,technician,married,tertiary,no,4023,yes,no,cellular,28,aug,13,15,-1,0,unknown,0
12620,40,technician,married,secondary,no,-247,yes,no,cellular,29,jan,123,1,-1,0,unknown,0
12621,35,entrepreneur,single,secondary,no,13,yes,no,unknown,21,may,38,1,-1,0,unknown,0
12622,56,blue-collar,married,primary,no,2198,yes,no,unknown,15,may,653,3,-1,0,unknown,0
12623,41,management,divorced,tertiary,no,582,no,no,cellular,19,aug,122,7,-1,0,unknown,0
12624,49,admin.,married,secondary,no,548,no,no,cellular,11,aug,479,4,-1,0,unknown,0
12625,45,services,divorced,secondary,no,23,no,no,unknown,8,may,559,3,-1,0,unknown,0
12626,33,blue-collar,married,secondary,no,456,yes,no,cellular,12,may,6,1,-1,0,unknown,0
12627,33,management,single,tertiary,no,6791,no,no,cellular,14,aug,528,2,-1,0,unknown,1
12628,47,services,married,secondary,no,581,no,no,cellular,4,aug,112,1,-1,0,unknown,0
12629,40,blue-collar,married,primary,no,-365,yes,no,unknown,19,may,958,6,-1,0,unknown,0
12630,35,self-employed,married,tertiary,no,1235,yes,yes,cellular,7,may,449,1,-1,0,unknown,0
12631,44,unemployed,single,secondary,no,4923,yes,no,unknown,3,jun,48,2,-1,0,unknown,0
